index,most_likely,num_votes,agreement,aggregation_version,subject_id,task,project_id,workflow_id,subject_set_id,metadata,locations,classifications_count,retired_at,retirement_reason,created_at,updated_at,subject_page_url
91002190,yes,10,1.0,4.1.0,91002190,T0,10996,13193.0,114792,"{""ramean"":304.34525551538457,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aalgqsq"",""decmean"":-20.57540927179487,""objectId"":""ZTF23aalgqsq""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/79bbaba2-d05d-4d37-82fe-9c2472744ca7.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/e66eb7f2-6fed-42d9-8537-9d7021a11df2.jpeg""}",10,2023-08-01 02:55:46 UTC,classification_count,2023-07-26 13:24:42 UTC,2023-07-26 13:24:42 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91002190><div>91002190</div></a>
84504566,yes,10,1.0,4.1.0,84504566,T0,10996,13193.0,111220,"{""ramean"":104.73434774285712,""decmean"":39.635238685714285,""objectId"":""ZTF22abtsypf""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/5986a110-5d52-4ea2-bf57-b6987453c3ad.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/15584b2c-3fef-49f6-9026-eb2f11df9450.jpeg""}",10,2023-06-23 08:37:19 UTC,classification_count,2023-01-27 12:11:29 UTC,2023-01-27 12:11:29 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/84504566><div>84504566</div></a>
91041605,yes,10,1.0,4.1.0,91041605,T0,10996,13193.0,114872,"{""ramean"":324.3664891631579,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aapyidj"",""decmean"":-4.345286363157894,""objectId"":""ZTF23aapyidj""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/6bf5287a-21c4-4efd-b2cd-9f52df6a8122.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/409b8f6b-907a-4ab1-9293-cce191b46232.jpeg""}",10,2023-08-14 19:27:53 UTC,classification_count,2023-08-02 09:53:15 UTC,2023-08-02 09:53:15 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91041605><div>91041605</div></a>
91041523,yes,10,1.0,4.1.0,91041523,T0,10996,13193.0,114872,"{""ramean"":312.4994818590909,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aajjzbm"",""decmean"":-17.537034831818183,""objectId"":""ZTF23aajjzbm""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/2974b7e6-de4a-485e-bcd2-bdf041159688.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/26ddce92-4add-427a-b3ed-1099ff4fbf7b.jpeg""}",10,2023-08-18 01:53:04 UTC,classification_count,2023-08-02 09:52:42 UTC,2023-08-02 09:52:42 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91041523><div>91041523</div></a>
91041525,yes,10,1.0,4.1.0,91041525,T0,10996,13193.0,114872,"{""ramean"":325.2463173,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aapsuva"",""decmean"":24.007313633333336,""objectId"":""ZTF23aapsuva""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/eb6a9b09-388e-4167-9146-4ad8fbae99d1.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/83ed5ac6-94b9-460d-bb47-d09ec3edd9c8.jpeg""}",10,2023-08-18 15:59:15 UTC,classification_count,2023-08-02 09:52:43 UTC,2023-08-02 09:52:43 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91041525><div>91041525</div></a>
91002182,yes,10,1.0,4.1.0,91002182,T0,10996,13193.0,114792,"{""ramean"":325.2463170454545,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aapsuva"",""decmean"":24.007308322727273,""objectId"":""ZTF23aapsuva""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/305aee04-4989-43a9-9d16-350bbd9f1a72.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/e676ed61-6d1e-4a39-9be4-43f1f2958c77.jpeg""}",10,2023-08-01 18:21:12 UTC,classification_count,2023-07-26 13:24:39 UTC,2023-07-26 13:24:39 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91002182><div>91002182</div></a>
90354208,yes,10,1.0,4.1.0,90354208,T0,10996,13193.0,114283,"{""ramean"":232.76545499090915,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF22aadesap"",""decmean"":53.40535955909092,""objectId"":""ZTF22aadesap""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/583b7b9f-ff13-4d37-8c57-a42fa3cb63c7.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/e210c4c0-dd16-4323-a3d4-d06525301b0a.jpeg""}",10,2023-07-06 19:31:55 UTC,classification_count,2023-06-28 10:01:09 UTC,2023-06-28 10:01:09 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/90354208><div>90354208</div></a>
91002083,yes,10,1.0,4.1.0,91002083,T0,10996,13193.0,114792,"{""ramean"":307.05751547407414,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aaoyxjb"",""decmean"":51.21528309074074,""objectId"":""ZTF23aaoyxjb""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/a58d84c4-30c6-40a7-a065-787b0fc1da54.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/80b51fa8-70f4-4af9-a9d7-57286a8ede41.jpeg""}",10,2023-08-01 16:34:49 UTC,classification_count,2023-07-26 13:23:58 UTC,2023-07-26 13:23:58 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91002083><div>91002083</div></a>
91002145,yes,10,1.0,4.1.0,91002145,T0,10996,13193.0,114792,"{""ramean"":232.76544904210527,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF22aafujzv"",""decmean"":53.40534584736843,""objectId"":""ZTF22aafujzv""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/8c111f2f-47e5-471a-ac1f-a46f2af76101.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/2221f337-d7c6-4ea1-a9d6-2367c41bd9a5.jpeg""}",10,2023-08-01 11:32:12 UTC,classification_count,2023-07-26 13:24:23 UTC,2023-07-26 13:24:23 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91002145><div>91002145</div></a>
91002156,yes,10,1.0,4.1.0,91002156,T0,10996,13193.0,114792,"{""ramean"":312.49948451904766,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aajjzbm"",""decmean"":-17.537037185714286,""objectId"":""ZTF23aajjzbm""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/28c89b11-a9b7-4836-9f26-abc7ba5f8dd3.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/9a6d4c10-6bbd-4ac4-9b64-6fc99fce3285.jpeg""}",10,2023-08-01 16:39:03 UTC,classification_count,2023-07-26 13:24:28 UTC,2023-07-26 13:24:28 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91002156><div>91002156</div></a>
84504675,yes,10,1.0,4.1.0,84504675,T0,10996,13193.0,111220,"{""ramean"":26.218239,""decmean"":23.01221284,""objectId"":""ZTF22abvcnnl""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/d3f23247-fd8e-40e0-96a1-be81c7ef1978.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/d3966a97-ecc3-426c-b593-8f150611a1f2.jpeg""}",10,2023-06-25 23:45:11 UTC,classification_count,2023-01-27 12:12:35 UTC,2023-01-27 12:12:35 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/84504675><div>84504675</div></a>
91002079,yes,10,1.0,4.1.0,91002079,T0,10996,13193.0,114792,"{""ramean"":296.39641452083333,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aanptpp"",""decmean"":66.75069070416666,""objectId"":""ZTF23aanptpp""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/50bcd309-3446-4939-beb9-f9563d1273b7.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/df952d33-eb28-41d5-bd16-75af6115552e.jpeg""}",10,2023-07-31 18:50:39 UTC,classification_count,2023-07-26 13:23:56 UTC,2023-07-26 13:23:56 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91002079><div>91002079</div></a>
91041625,yes,10,1.0,4.1.0,91041625,T0,10996,13193.0,114872,"{""ramean"":324.9836296045454,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aajkisd"",""decmean"":24.659625672727273,""objectId"":""ZTF23aajkisd""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/40ec506d-2edf-44fa-b51c-97ad2c14ea5d.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/73e89ecc-c6b4-4150-a47e-3182116b222a.jpeg""}",10,2023-08-16 11:11:41 UTC,classification_count,2023-08-02 09:53:24 UTC,2023-08-02 09:53:24 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91041625><div>91041625</div></a>
91307240,yes,10,1.0,4.1.0,91307240,T0,10996,13193.0,115079,"{""ramean"":272.9870614000001,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aagpjyp"",""decmean"":52.841105778260875,""objectId"":""ZTF23aagpjyp""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/aa2740ca-daee-4bec-851b-89973cffc621.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/0c956794-b35b-45a3-b6a0-5663b5963b80.jpeg""}",10,2023-08-19 21:17:57 UTC,classification_count,2023-08-16 10:03:32 UTC,2023-08-16 10:03:32 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91307240><div>91307240</div></a>
91307291,yes,10,1.0,4.1.0,91307291,T0,10996,13193.0,115079,"{""ramean"":304.3452563527778,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aalgqsq"",""decmean"":-20.575410069444448,""objectId"":""ZTF23aalgqsq""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/cf8ac543-05ce-4c3f-ad0c-ea11d334cd09.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/66bfc04f-92b2-467f-9e36-ea4fcf41b647.jpeg""}",10,2023-08-20 06:10:39 UTC,classification_count,2023-08-16 10:03:42 UTC,2023-08-16 10:03:42 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91307291><div>91307291</div></a>
91307210,yes,10,1.0,4.1.0,91307210,T0,10996,13193.0,115079,"{""ramean"":312.4994846947368,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aajjzbm"",""decmean"":-17.537034684210525,""objectId"":""ZTF23aajjzbm""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/7868dc58-5fc5-4262-9e72-4d2ac0011f8b.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/c0324c4c-8fca-420c-bd6e-84c91817700e.jpeg""}",10,2023-08-19 20:24:06 UTC,classification_count,2023-08-16 10:03:25 UTC,2023-08-16 10:03:25 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91307210><div>91307210</div></a>
91307169,yes,10,1.0,4.1.0,91307169,T0,10996,13193.0,115079,"{""ramean"":324.9836277153846,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aajkisd"",""decmean"":24.65962619230769,""objectId"":""ZTF23aajkisd""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/65936457-f475-4cdb-9242-f04e81c17ab4.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/7474609c-75ee-459c-9071-8dca6b957c37.jpeg""}",10,2023-08-18 12:05:51 UTC,classification_count,2023-08-16 10:03:17 UTC,2023-08-16 10:03:17 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91307169><div>91307169</div></a>
91307181,yes,10,1.0,4.1.0,91307181,T0,10996,13193.0,115079,"{""ramean"":339.93408910666676,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aatdcey"",""decmean"":-15.834545853333333,""objectId"":""ZTF23aatdcey""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/f4352d9d-feb2-4525-a61f-0cadd4e02638.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/6dc1e137-ce8a-4f2a-8aac-063ea30acb07.jpeg""}",10,2023-08-19 20:59:24 UTC,classification_count,2023-08-16 10:03:19 UTC,2023-08-16 10:03:19 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91307181><div>91307181</div></a>
91425654,yes,10,1.0,4.1.0,91425654,T0,10996,13193.0,115172,"{""ramean"":325.2463315117647,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aapsuva"",""decmean"":24.007310047058823,""objectId"":""ZTF23aapsuva""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/0344f58f-a208-4270-ac44-0ffa5d7e4485.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/d3b69b6f-a8cf-4c89-a650-dc09ceb14a8a.jpeg""}",10,2023-09-11 11:09:58 UTC,classification_count,2023-08-23 09:58:20 UTC,2023-08-23 09:58:20 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91425654><div>91425654</div></a>
91425666,yes,10,1.0,4.1.0,91425666,T0,10996,13193.0,115172,"{""ramean"":304.3452547806452,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aalgqsq"",""decmean"":-20.57541306129032,""objectId"":""ZTF23aalgqsq""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/b8e42e0b-0411-412e-9c02-a3102297191f.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/85a52dc8-c1f6-45e8-84ec-3f24c400b8b3.jpeg""}",10,2023-09-11 17:43:08 UTC,classification_count,2023-08-23 09:58:25 UTC,2023-08-23 09:58:25 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91425666><div>91425666</div></a>
91425685,yes,10,1.0,4.1.0,91425685,T0,10996,13193.0,115172,"{""ramean"":5.986905544444444,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF22abegjtx"",""decmean"":-14.423174822222222,""objectId"":""ZTF22abegjtx""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/eb6e3080-3009-44fb-b182-e564a9ff303c.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/6e810176-a467-4e1f-85d0-d755af7d512a.jpeg""}",10,2023-09-05 21:56:36 UTC,classification_count,2023-08-23 09:58:32 UTC,2023-08-23 09:58:32 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91425685><div>91425685</div></a>
91307357,yes,10,1.0,4.1.0,91307357,T0,10996,13193.0,115079,"{""ramean"":230.4612309714286,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aatntxn"",""decmean"":24.771392992857148,""objectId"":""ZTF23aatntxn""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/8b2a47cc-caef-431a-ac7e-1e4a1c374d28.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/02e584fa-f01f-4d63-bcc8-455886b85c0c.jpeg""}",10,2023-08-20 16:24:43 UTC,classification_count,2023-08-16 10:03:55 UTC,2023-08-16 10:03:55 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91307357><div>91307357</div></a>
91307339,yes,10,1.0,4.1.0,91307339,T0,10996,13193.0,115079,"{""ramean"":232.76544456000002,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF22aafujzv"",""decmean"":53.4053528,""objectId"":""ZTF22aafujzv""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/83685ad6-8e67-4702-a8a6-13dda6f5ce85.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/6a7d3ea4-a6ab-4605-94da-ddcbc3225076.jpeg""}",10,2023-08-20 02:57:07 UTC,classification_count,2023-08-16 10:03:52 UTC,2023-08-16 10:03:52 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91307339><div>91307339</div></a>
91307342,yes,10,1.0,4.1.0,91307342,T0,10996,13193.0,115079,"{""ramean"":296.39639684,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aanptpp"",""decmean"":66.750694635,""objectId"":""ZTF23aanptpp""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/63d5a459-4bc4-47c5-97e0-0316ef1a4cae.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/be25c372-9bbc-4291-935e-20d4939befd0.jpeg""}",10,2023-08-19 20:14:04 UTC,classification_count,2023-08-16 10:03:52 UTC,2023-08-16 10:03:52 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91307342><div>91307342</div></a>
91307355,yes,10,1.0,4.1.0,91307355,T0,10996,13193.0,115079,"{""ramean"":324.36649415999995,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aapyidj"",""decmean"":-4.34528426,""objectId"":""ZTF23aapyidj""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/6e0728fb-7636-4286-a38e-480d35809793.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/8c753e7c-d65f-42c4-be08-cf183129b99f.jpeg""}",10,2023-08-18 19:16:25 UTC,classification_count,2023-08-16 10:03:55 UTC,2023-08-16 10:03:55 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91307355><div>91307355</div></a>
91307368,yes,10,1.0,4.1.0,91307368,T0,10996,13193.0,115079,"{""ramean"":224.74995195555553,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aarmovm"",""decmean"":16.393064544444442,""objectId"":""ZTF23aarmovm""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/f289d235-b565-4584-b733-41c9b54e3238.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/7cb5d06f-7955-46c6-a674-2b355bf756e0.jpeg""}",10,2023-08-18 21:49:00 UTC,classification_count,2023-08-16 10:03:58 UTC,2023-08-16 10:03:58 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91307368><div>91307368</div></a>
84395076,yes,10,1.0,4.1.0,84395076,T0,10996,13193.0,111086,"{""ramean"":219.756250575,""decmean"":15.9865746875,""objectId"":""ZTF22aanwibf""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/56f6a045-03c9-4709-92e2-58489db06d52.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/05eddf02-4c8b-4c40-95b2-80571cdf215c.jpeg""}",10,2023-06-21 14:20:16 UTC,classification_count,2023-01-23 11:43:11 UTC,2023-01-23 11:43:11 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/84395076><div>84395076</div></a>
84504228,yes,10,1.0,4.1.0,84504228,T0,10996,13193.0,111220,"{""ramean"":27.287526779999997,""decmean"":8.50977034,""objectId"":""ZTF22abcesfo""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/83569027-f90e-4f1b-b695-48f1dd51677a.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/a5c14bc9-6113-4a3e-ace3-8a63a2eb6031.jpeg""}",10,2023-06-15 17:41:59 UTC,classification_count,2023-01-27 12:07:58 UTC,2023-01-27 12:07:58 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/84504228><div>84504228</div></a>
91200578,yes,10,1.0,4.1.0,91200578,T0,10996,13193.0,114998,"{""ramean"":324.9836315473684,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aajkisd"",""decmean"":24.659626826315787,""objectId"":""ZTF23aajkisd""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/c1eb5c9f-53b0-4e96-9c71-b1bbfed29991.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/22b705c6-4785-4ac6-b764-6f10c1247c90.jpeg""}",10,2023-08-15 00:05:12 UTC,classification_count,2023-08-09 10:00:48 UTC,2023-08-09 10:00:48 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91200578><div>91200578</div></a>
91041647,yes,10,1.0,4.1.0,91041647,T0,10996,13193.0,114872,"{""ramean"":272.98706011250005,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aagpjyp"",""decmean"":52.84110718333333,""objectId"":""ZTF23aagpjyp""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/323f2861-71e8-4085-af47-7a6b6f2b568c.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/6a5ede74-3aee-42e0-bfd9-7799e52c1b40.jpeg""}",10,2023-08-15 20:34:41 UTC,classification_count,2023-08-02 09:53:33 UTC,2023-08-02 09:53:33 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91041647><div>91041647</div></a>
91200798,yes,10,1.0,4.1.0,91200798,T0,10996,13193.0,114998,"{""ramean"":272.987058025,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aagpjyp"",""decmean"":52.84110668928571,""objectId"":""ZTF23aagpjyp""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/e39b3c80-bc75-49ac-bbfd-2067dccf1dfb.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/492cf505-8559-4395-b73a-4c5f018644db.jpeg""}",10,2023-08-18 15:50:26 UTC,classification_count,2023-08-09 10:02:21 UTC,2023-08-09 10:02:21 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91200798><div>91200798</div></a>
91307132,yes,10,1.0,4.1.0,91307132,T0,10996,13193.0,115079,"{""ramean"":310.2537848692308,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aatvksz"",""decmean"":-22.580564707692304,""objectId"":""ZTF23aatvksz""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/39bd7515-6289-4888-bee9-7b7416ab9dbc.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/e46016ce-bbe7-4c58-8fa0-634d2890b055.jpeg""}",10,2023-08-20 03:12:06 UTC,classification_count,2023-08-16 10:03:08 UTC,2023-08-16 10:03:08 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91307132><div>91307132</div></a>
91200674,yes,10,1.0,4.1.0,91200674,T0,10996,13193.0,114998,"{""ramean"":296.3964028625,""ZTF_URL"":""https://lasair-ztf.lsst.ac.uk/objects/ZTF23aanptpp"",""decmean"":66.75069315833333,""objectId"":""ZTF23aanptpp""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/4a54eb1e-a1bd-4cee-8f2a-0eb7a65f34ee.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/23b467e6-ae73-4f7f-bf44-560f44ac04f3.jpeg""}",10,2023-08-15 20:47:34 UTC,classification_count,2023-08-09 10:01:27 UTC,2023-08-09 10:01:27 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/91200674><div>91200674</div></a>
85600662,yes,10,1.0,4.1.0,85600662,T0,10996,13193.0,111579,"{""ramean"":27.287526081818182,""decmean"":8.50979460909091,""objectId"":""ZTF22abcesfo""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/bee16312-5a45-4817-a38c-cae14a2a1886.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/2904fe65-4062-4d1b-877e-8d27000db2c6.jpeg""}",10,2023-07-03 03:27:29 UTC,classification_count,2023-02-16 16:18:35 UTC,2023-02-16 16:18:35 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/85600662><div>85600662</div></a>
89696971,yes,10,1.0,4.1.0,89696971,T0,10996,13193.0,113859,"{""ramean"":238.7546649263158,""decmean"":39.67014822631579,""objectId"":""ZTF23aahnmag""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/a9799f5f-fa38-4efe-87c0-b44535171692.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/3672e2c2-6fc6-4f73-8b40-d3243ba1c511.jpeg""}",10,2023-06-26 21:30:09 UTC,classification_count,2023-06-07 08:03:34 UTC,2023-06-07 08:03:34 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/89696971><div>89696971</div></a>
89696947,yes,10,1.0,4.1.0,89696947,T0,10996,13193.0,113859,"{""ramean"":232.76545916842105,""decmean"":53.40535936842106,""objectId"":""ZTF22aadesap""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/62adcbfe-0969-49f4-94c5-f626023045de.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/090867c6-079d-4943-abb2-36a101d86a9c.jpeg""}",10,2023-06-29 02:35:21 UTC,classification_count,2023-06-07 08:03:14 UTC,2023-06-07 08:03:14 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/89696947><div>89696947</div></a>
89696945,yes,10,1.0,4.1.0,89696945,T0,10996,13193.0,113859,"{""ramean"":219.75623939705883,""decmean"":15.986583329411765,""objectId"":""ZTF22aanwibf""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/105250ee-5df6-4663-b15d-9bd253bfa1ed.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/5c4bb1d2-67d6-4708-be18-ac74d5e805bf.jpeg""}",10,2023-07-03 00:05:45 UTC,classification_count,2023-06-07 08:03:13 UTC,2023-06-07 08:03:13 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/89696945><div>89696945</div></a>
84954955,yes,10,1.0,4.1.0,84954955,T0,10996,13193.0,111379,"{""ramean"":232.7654563909091,""decmean"":53.40533559090909,""objectId"":""ZTF22aafujzv""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/67545acc-6a5d-4818-acc3-61ce3f10b58d.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/2d9683c8-00f4-4e2a-babf-3900cb690bf3.jpeg""}",10,2023-07-02 17:58:51 UTC,classification_count,2023-02-05 15:28:24 UTC,2023-02-05 15:28:24 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/84954955><div>84954955</div></a>
84955154,yes,10,1.0,4.1.0,84955154,T0,10996,13193.0,111379,"{""ramean"":233.42698244,""decmean"":43.74593878,""objectId"":""ZTF22aadesjc""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/8ef82a1a-5ca0-4ea8-85e4-4581da089aa1.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/02bc25f9-c349-4141-89de-8d56cbc1ff5b.jpeg""}",10,2023-06-26 01:02:39 UTC,classification_count,2023-02-05 15:30:23 UTC,2023-02-05 15:30:23 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/84955154><div>84955154</div></a>
85600187,yes,10,1.0,4.1.0,85600187,T0,10996,13193.0,111579,"{""ramean"":232.76546574545455,""decmean"":53.405335345454546,""objectId"":""ZTF22aafujzv""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/a56c0755-7426-4bbd-bdce-9dad19a614b5.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/f630fd85-a3f8-4203-a972-58391e0d2df5.jpeg""}",10,2023-07-01 12:55:59 UTC,classification_count,2023-02-16 16:12:43 UTC,2023-02-16 16:12:43 UTC,<a href=https://zooniverse.github.io/slsn-data/subjects/85600187><div>85600187</div></a>
